,Edition,Sport,Discipline,Athlete,Gender,Event,Medal,Country
20538,1992,Table Tennis,Table Tennis,"HONG, Cha Ok",Women,doubles,Bronze,"Korea, South"
20539,1992,Table Tennis,Table Tennis,"HYUN, Jung Hwa",Women,doubles,Bronze,"Korea, South"
20540,1992,Table Tennis,Table Tennis,"KIM, Taek Soo",Men,singles,Bronze,"Korea, South"
20541,1992,Table Tennis,Table Tennis,"HYUN, Jung Hwa",Women,singles,Bronze,"Korea, South"
20542,1992,Weightlifting,Weightlifting,"CHUN, Byung-Kwan",Men,"- 56kg, total (bantamweight)",Gold,"Korea, South"
20543,1992,Wrestling,Wrestling Free.,"KIM, Jong-Shin",Men,- 48kg (light-flyweight),Silver,"Korea, South"
20544,1992,Wrestling,Wrestling Free.,"PARK, Jang-Soon",Men,68 - 74kg (welterweight),Gold,"Korea, South"
20545,1992,Wrestling,Wrestling Gre-R,"MIN, Kyung-Kap",Men,48 - 52kg (flyweight),Bronze,"Korea, South"
20546,1992,Wrestling,Wrestling Gre-R,"AN, Han-Bong",Men,52 - 57kg (bantamweight),Gold,"Korea, South"
20547,1996,Archery,Archery,"OH, Kyo-Moon",Men,individual (FITA Olympic round - 70m),Bronze,"Korea, South"
20548,1996,Archery,Archery,"KIM, Kyung-Wook",Women,individual (FITA Olympic round - 70m),Gold,"Korea, South"
20549,1996,Archery,Archery,"JANG, Yong-Ho",Men,team (FITA Olympic round - 70m),Silver,"Korea, South"
20550,1996,Archery,Archery,"KIM, Bo-Ram",Men,team (FITA Olympic round - 70m),Silver,"Korea, South"
20551,1996,Archery,Archery,"OH, Kyo-Moon",Men,team (FITA Olympic round - 70m),Silver,"Korea, South"
20552,1996,Archery,Archery,"KIM, Jo-Sun",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20553,1996,Archery,Archery,"KIM, Kyung-Wook",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20554,1996,Archery,Archery,"YOUN, Hye-Young",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20555,1996,Athletics,Athletics,"LEE, Bong-Ju",Men,marathon,Silver,"Korea, South"
20556,1996,Badminton,Badminton,"KIM, Dong Moon",Men,doubles,Gold,"Korea, South"
20557,1996,Badminton,Badminton,"PARK, Joo-Bong",Men,doubles,Silver,"Korea, South"
20558,1996,Badminton,Badminton,"GIL, Young-Ah",Women,doubles,Gold,"Korea, South"
20559,1996,Badminton,Badminton,"GIL, Young-Ah",Women,doubles,Silver,"Korea, South"
20560,1996,Badminton,Badminton,"JANG, Hye Ock",Women,doubles,Silver,"Korea, South"
20561,1996,Badminton,Badminton,"RA, Kyung-Min",Women,doubles,Silver,"Korea, South"
20562,1996,Badminton,Badminton,"BANG, Soo-Hyun",Women,singles,Gold,"Korea, South"
20563,1996,Boxing,Boxing,"LEE, Seung Bae",Men,75 - 81kg (light-heavyweight),Silver,"Korea, South"
20564,1996,Gymnastics,Artistic G.,"YEO, Hong-Chul",Men,vault,Silver,"Korea, South"
20565,1996,Handball,Handball,"CHO, Eun-Hee",Women,handball,Silver,"Korea, South"
20566,1996,Handball,Handball,"HAN, Sun-Hee",Women,handball,Silver,"Korea, South"
20567,1996,Handball,Handball,"HONG, Jeong-Ho",Women,handball,Silver,"Korea, South"
20568,1996,Handball,Handball,"HUH, Soonyoung",Women,handball,Silver,"Korea, South"
20569,1996,Handball,Handball,"KIM, Cheong-Shim",Women,handball,Silver,"Korea, South"
20570,1996,Handball,Handball,"KIM, Eun-Mi",Women,handball,Silver,"Korea, South"
20571,1996,Handball,Handball,"KIM, Jeong-Mi",Women,handball,Silver,"Korea, South"
20572,1996,Handball,Handball,"KIM, Mi-Sim",Women,handball,Silver,"Korea, South"
20573,1996,Handball,Handball,"KIM, Rang",Women,handball,Silver,"Korea, South"
20574,1996,Handball,Handball,"KWAG, Hye-Jeong",Women,handball,Silver,"Korea, South"
20575,1996,Handball,Handball,"LEE, Sang-Eun",Women,handball,Silver,"Korea, South"
20576,1996,Handball,Handball,"LIM, O Kyeong",Women,handball,Silver,"Korea, South"
20577,1996,Handball,Handball,"MOON, Hyang-Ja",Women,handball,Silver,"Korea, South"
20578,1996,Handball,Handball,"OH, Seongok",Women,handball,Silver,"Korea, South"
20579,1996,Handball,Handball,"OH, Yong Ran",Women,handball,Silver,"Korea, South"
20580,1996,Handball,Handball,"PARK, Jeong-Lim",Women,handball,Silver,"Korea, South"
20581,1996,Hockey,Hockey,"CHANG, Eun-Jung",Women,hockey,Silver,"Korea, South"
20582,1996,Hockey,Hockey,"CHO, Eun-Jung",Women,hockey,Silver,"Korea, South"
20583,1996,Hockey,Hockey,"CHOI, Eun-Kyung",Women,hockey,Silver,"Korea, South"
20584,1996,Hockey,Hockey,"CHOI, Mi-Soon",Women,hockey,Silver,"Korea, South"
20585,1996,Hockey,Hockey,"JEON, Young-Sun",Women,hockey,Silver,"Korea, South"
20586,1996,Hockey,Hockey,"JIN, Deok San",Women,hockey,Silver,"Korea, South"
20587,1996,Hockey,Hockey,"KIM, Myung-Ok",Women,hockey,Silver,"Korea, South"
20588,1996,Hockey,Hockey,"KOWN, Soo-Hyun",Women,hockey,Silver,"Korea, South"
20589,1996,Hockey,Hockey,"KWON, Chang Sook",Women,hockey,Silver,"Korea, South"
20590,1996,Hockey,Hockey,"LEE, Eun Kyung",Women,hockey,Silver,"Korea, South"
20591,1996,Hockey,Hockey,"LEE, Eun-Young",Women,hockey,Silver,"Korea, South"
20592,1996,Hockey,Hockey,"LEE, Ji-Young",Women,hockey,Silver,"Korea, South"
20593,1996,Hockey,Hockey,"LIM, Jeong-Sook",Women,hockey,Silver,"Korea, South"
20594,1996,Hockey,Hockey,"OH, Seung-Shin",Women,hockey,Silver,"Korea, South"
20595,1996,Hockey,Hockey,"WOO, Hyun-Jung",Women,hockey,Silver,"Korea, South"
20596,1996,Hockey,Hockey,"YOU, Jae Sook",Women,hockey,Silver,"Korea, South"
20597,1996,Judo,Judo,"HYUN, Sook-Hee",Women,48 - 52kg (half-lightweight),Silver,"Korea, South"
20598,1996,Judo,Judo,"JUNG, Sun Yong",Women,52 - 56kg (lightweight),Silver,"Korea, South"
20599,1996,Judo,Judo,"JUNG, Sung-Sook",Women,56 - 61kg (half-middleweight),Bronze,"Korea, South"
20600,1996,Judo,Judo,"CHO, Min-Sun",Women,61 - 66kg (middleweight),Gold,"Korea, South"
20601,1996,Judo,Judo,"KWAK, Dae-Sung",Men,66 - 73kg (lightweight),Silver,"Korea, South"
20602,1996,Judo,Judo,"CHO, In-Chul",Men,73 - 81kg (half-middleweight),Bronze,"Korea, South"
20603,1996,Judo,Judo,"JEON, Ki-Young",Men,81 - 90kg (middleweight),Gold,"Korea, South"
20604,1996,Judo,Judo,"KIM, Min-Soo",Men,90 - 100kg (half-heavyweight),Silver,"Korea, South"
20605,1996,Table Tennis,Table Tennis,"LEE, Chul Seung",Men,doubles,Bronze,"Korea, South"
20606,1996,Table Tennis,Table Tennis,"YOO, Nam-Kyu",Men,doubles,Bronze,"Korea, South"
20607,1996,Table Tennis,Table Tennis,"PARK, Hae-Jung",Women,doubles,Bronze,"Korea, South"
20608,1996,Table Tennis,Table Tennis,"RYU, Ji-Hye",Women,doubles,Bronze,"Korea, South"
20609,1996,Wrestling,Wrestling Free.,"JANG, Jae-Sung",Men,57 - 62kg (featherweight),Silver,"Korea, South"
20610,1996,Wrestling,Wrestling Free.,"PARK, Jang-Soon",Men,68 - 74kg (welterweight),Silver,"Korea, South"
20611,1996,Wrestling,Wrestling Free.,"YANG, Hyun-Mo",Men,74 - 82kg (middleweight),Silver,"Korea, South"
20612,1996,Wrestling,Wrestling Gre-R,"SIM, Kwon-Ho",Men,- 48kg (light-flyweight),Gold,"Korea, South"
20613,2000,Archery,Archery,"KIM, Soo-Nyung",Women,individual (FITA Olympic round - 70m),Bronze,"Korea, South"
20614,2000,Archery,Archery,"YUN, Mi-Jin",Women,individual (FITA Olympic round - 70m),Gold,"Korea, South"
20615,2000,Archery,Archery,"KIM, Nam-Soon",Women,individual (FITA Olympic round - 70m),Silver,"Korea, South"
20616,2000,Archery,Archery,"JANG, Yong-Ho",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20617,2000,Archery,Archery,"KIM, Chung-Tae",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20618,2000,Archery,Archery,"OH, Kyo-Moon",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20619,2000,Archery,Archery,"KIM, Nam-Soon",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20620,2000,Archery,Archery,"KIM, Soo-Nyung",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20621,2000,Archery,Archery,"YUN, Mi-Jin",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20622,2000,Badminton,Badminton,"HA, Tae-Kwon",Men,doubles,Bronze,"Korea, South"
20623,2000,Badminton,Badminton,"KIM, Dong Moon",Men,doubles,Bronze,"Korea, South"
20624,2000,Badminton,Badminton,"LEE, Dong Soo",Men,doubles,Silver,"Korea, South"
20625,2000,Badminton,Badminton,"YOO, Yong-Sung",Men,doubles,Silver,"Korea, South"
20626,2000,Baseball,Baseball,"CHANG, Song-Ho",Men,baseball,Bronze,"Korea, South"
20627,2000,Baseball,Baseball,"CHONG, Tae-Hyon",Men,baseball,Bronze,"Korea, South"
20628,2000,Baseball,Baseball,"CHUNG, Min-Tae",Men,baseball,Bronze,"Korea, South"
20629,2000,Baseball,Baseball,"CHUNG, Soo-Keun",Men,baseball,Bronze,"Korea, South"
20630,2000,Baseball,Baseball,"HONG, Sung-Heon",Men,baseball,Bronze,"Korea, South"
20631,2000,Baseball,Baseball,"JIN, Pil-Jung",Men,baseball,Bronze,"Korea, South"
20632,2000,Baseball,Baseball,"KIM, Dong-Joo",Men,baseball,Bronze,"Korea, South"
20633,2000,Baseball,Baseball,"KIM, Han-Soo",Men,baseball,Bronze,"Korea, South"
20634,2000,Baseball,Baseball,"KIM, Ki-Tae",Men,baseball,Bronze,"Korea, South"
20635,2000,Baseball,Baseball,"KIM, Soo-Kyung",Men,baseball,Bronze,"Korea, South"
20636,2000,Baseball,Baseball,"KIM, Tae-Gyun",Men,baseball,Bronze,"Korea, South"
20637,2000,Baseball,Baseball,"KOO, Dae-Sung",Men,baseball,Bronze,"Korea, South"
20638,2000,Baseball,Baseball,"LEE, Byoung-Kyu",Men,baseball,Bronze,"Korea, South"
20639,2000,Baseball,Baseball,"LEE, Seung-Ho",Men,baseball,Bronze,"Korea, South"
20640,2000,Baseball,Baseball,"LEE, Seung-Yub",Men,baseball,Bronze,"Korea, South"
20641,2000,Baseball,Baseball,"LIM, Chang-Yong",Men,baseball,Bronze,"Korea, South"
20642,2000,Baseball,Baseball,"LIM, Sun-Dong",Men,baseball,Bronze,"Korea, South"
20643,2000,Baseball,Baseball,"PARK, Jae-Hong",Men,baseball,Bronze,"Korea, South"
20644,2000,Baseball,Baseball,"PARK, Jinman",Men,baseball,Bronze,"Korea, South"
20645,2000,Baseball,Baseball,"PARK, Jong-Ho",Men,baseball,Bronze,"Korea, South"
20646,2000,Baseball,Baseball,"PARK, Kyung-Oan",Men,baseball,Bronze,"Korea, South"
20647,2000,Baseball,Baseball,"PARK, Seok-Jin",Men,baseball,Bronze,"Korea, South"
20648,2000,Baseball,Baseball,"SON, Min-Han",Men,baseball,Bronze,"Korea, South"
20649,2000,Baseball,Baseball,"SONG, Jin-Woo",Men,baseball,Bronze,"Korea, South"
20650,2000,Fencing,Fencing,"LEE, Sang-Ki",Men,épée individual,Bronze,"Korea, South"
20651,2000,Fencing,Fencing,"KIM, Young Ho",Men,foil individual,Gold,"Korea, South"
20652,2000,Gymnastics,Artistic G.,"LEE, Joo Hyung",Men,horizontal bar,Bronze,"Korea, South"
20653,2000,Gymnastics,Artistic G.,"LEE, Joo Hyung",Men,parallel bars,Silver,"Korea, South"
20654,2000,Hockey,Hockey,"HAN, Hyung-Bae",Men,hockey,Silver,"Korea, South"
20655,2000,Hockey,Hockey,"HWANG, Jong-Hyun",Men,hockey,Silver,"Korea, South"
20656,2000,Hockey,Hockey,"JEON, Hong-Kwon",Men,hockey,Silver,"Korea, South"
20657,2000,Hockey,Hockey,"JEON, Jong-Ha",Men,hockey,Silver,"Korea, South"
20658,2000,Hockey,Hockey,"JI, Seong-Hwan",Men,hockey,Silver,"Korea, South"
20659,2000,Hockey,Hockey,"KANG, Keon-Wook",Men,hockey,Silver,"Korea, South"
20660,2000,Hockey,Hockey,"KIM, Chel-Hwan",Men,hockey,Silver,"Korea, South"
20661,2000,Hockey,Hockey,"KIM, Jung-Chul",Men,hockey,Silver,"Korea, South"
20662,2000,Hockey,Hockey,"KIM, Kyung Seok",Men,hockey,Silver,"Korea, South"
20663,2000,Hockey,Hockey,"KIM, Yong-Bae",Men,hockey,Silver,"Korea, South"
20664,2000,Hockey,Hockey,"KIM, Yoon",Men,hockey,Silver,"Korea, South"
20665,2000,Hockey,Hockey,"LIM, Jong-Chun",Men,hockey,Silver,"Korea, South"
20666,2000,Hockey,Hockey,"LIM, Jung-Woo",Men,hockey,Silver,"Korea, South"
20667,2000,Hockey,Hockey,"SEO, Jong-Ho",Men,hockey,Silver,"Korea, South"
20668,2000,Hockey,Hockey,"SONG, Seung-Tae",Men,hockey,Silver,"Korea, South"
20669,2000,Hockey,Hockey,"YEO, Woon-Kon",Men,hockey,Silver,"Korea, South"
20670,2000,Judo,Judo,"JUNG, Bu-Kyung",Men,- 60 kg,Silver,"Korea, South"
20671,2000,Judo,Judo,"KIM, Seon-Young",Women,+ 78kg (heavyweight),Bronze,"Korea, South"
20672,2000,Judo,Judo,"JUNG, Sung-Sook",Women,57 - 63kg (half-middleweight),Bronze,"Korea, South"
20673,2000,Judo,Judo,"CHO, Min-Sun",Women,63 - 70kg (middleweight),Bronze,"Korea, South"
20674,2000,Judo,Judo,"CHO, In-Chul",Men,73 - 81kg (half-middleweight),Silver,"Korea, South"
20675,2000,Shooting,Shooting,"KANG, Cho-Hyun",Women,10m air rifle (40 shots),Silver,"Korea, South"
20676,2000,Table Tennis,Table Tennis,"KIM, Moo-Kyo",Women,doubles,Bronze,"Korea, South"
20677,2000,Table Tennis,Table Tennis,"RYU, Ji-Hye",Women,doubles,Bronze,"Korea, South"
20678,2000,Taekwondo,Taekwondo,"KIM, Kyong-Hun",Men,+ 80 kg,Gold,"Korea, South"
20679,2000,Taekwondo,Taekwondo,"JUNG, Jae-Eun",Women,49 - 57 kg,Gold,"Korea, South"
20680,2000,Taekwondo,Taekwondo,"LEE, Sun-Hee",Women,57 - 67 kg,Gold,"Korea, South"
20681,2000,Taekwondo,Taekwondo,"SIN, Joon-Sik",Men,58 - 68 kg,Silver,"Korea, South"
20682,2000,Wrestling,Wrestling Free.,"JANG, Jae-Sung",Men,58 - 63kg,Bronze,"Korea, South"
20683,2000,Wrestling,Wrestling Free.,"MOON, Eui Jae",Men,69 - 76kg,Silver,"Korea, South"
20684,2000,Wrestling,Wrestling Gre-R,"SIM, Kwon-Ho",Men,48 - 54kg,Gold,"Korea, South"
20685,2000,Wrestling,Wrestling Gre-R,"KIM, In-Sub",Men,54 - 58kg,Silver,"Korea, South"
20686,2004,Archery,Archery,"PARK, Sung-Hyun",Women,individual (FITA Olympic round - 70m),Gold,"Korea, South"
20687,2004,Archery,Archery,"LEE, Sung Jin",Women,individual (FITA Olympic round - 70m),Silver,"Korea, South"
20688,2004,Archery,Archery,"IM, Dong Hyun",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20689,2004,Archery,Archery,"JANG, Yong-Ho",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20690,2004,Archery,Archery,"PARK, Kyung Mo",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20691,2004,Archery,Archery,"LEE, Sung Jin",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20692,2004,Archery,Archery,"PARK, Sung-Hyun",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20693,2004,Archery,Archery,"YUN, Mi-Jin",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20694,2004,Badminton,Badminton,"HA, Tae-Kwon",Men,doubles,Gold,"Korea, South"
20695,2004,Badminton,Badminton,"KIM, Dong Moon",Men,doubles,Gold,"Korea, South"
20696,2004,Badminton,Badminton,"LEE, Dong Soo",Men,doubles,Silver,"Korea, South"
20697,2004,Badminton,Badminton,"YOO, Yong-Sung",Men,doubles,Silver,"Korea, South"
20698,2004,Badminton,Badminton,"LEE, Kyungwon",Women,doubles,Bronze,"Korea, South"
20699,2004,Badminton,Badminton,"RA, Kyung-Min",Women,doubles,Bronze,"Korea, South"
20700,2004,Badminton,Badminton,"SHON, Seung Mo",Men,singles,Silver,"Korea, South"
20701,2004,Boxing,Boxing,"JO, Seok Hwan",Men,54 - 57kg (featherweight),Bronze,"Korea, South"
20702,2004,Boxing,Boxing,"KIM, Jung Joo",Men,64 - 69 kg,Bronze,"Korea, South"
20703,2004,Gymnastics,Artistic G.,"YANG, Tae Young",Men,individual all-round,Bronze,"Korea, South"
20704,2004,Gymnastics,Artistic G.,"KIM, Dae Eun",Men,individual all-round,Silver,"Korea, South"
20705,2004,Handball,Handball,"CHOI, Im Jeong",Women,handball,Silver,"Korea, South"
20706,2004,Handball,Handball,"HUH, Soonyoung",Women,handball,Silver,"Korea, South"
20707,2004,Handball,Handball,"HUH, Young Sook",Women,handball,Silver,"Korea, South"
20708,2004,Handball,Handball,"JANG, So Hee",Women,handball,Silver,"Korea, South"
20709,2004,Handball,Handball,"KIM, Cha Youn",Women,handball,Silver,"Korea, South"
20710,2004,Handball,Handball,"KIM, Hyun Ok",Women,handball,Silver,"Korea, South"
20711,2004,Handball,Handball,"LEE, Gong Joo",Women,handball,Silver,"Korea, South"
20712,2004,Handball,Handball,"LEE, Sang-Eun",Women,handball,Silver,"Korea, South"
20713,2004,Handball,Handball,"LIM, O Kyeong",Women,handball,Silver,"Korea, South"
20714,2004,Handball,Handball,"MOON, Kyeong Ha",Women,handball,Silver,"Korea, South"
20715,2004,Handball,Handball,"MOON, Pil Hee",Women,handball,Silver,"Korea, South"
20716,2004,Handball,Handball,"MYOUNG, Bok Hee",Women,handball,Silver,"Korea, South"
20717,2004,Handball,Handball,"OH, Seongok",Women,handball,Silver,"Korea, South"
20718,2004,Handball,Handball,"OH, Yong Ran",Women,handball,Silver,"Korea, South"
20719,2004,Handball,Handball,"WOO, Sun Hee",Women,handball,Silver,"Korea, South"
20720,2004,Judo,Judo,"CHOI, Min Ho",Men,- 60 kg,Bronze,"Korea, South"
20721,2004,Judo,Judo,"LEE, Won Hee",Men,66 - 73kg (lightweight),Gold,"Korea, South"
20722,2004,Judo,Judo,"JANG, Sung Ho",Men,90 - 100kg (half-heavyweight),Silver,"Korea, South"
20723,2004,Shooting,Shooting,"JIN, Jongoh",Men,50m pistol (60 shots),Silver,"Korea, South"
20724,2004,Shooting,Shooting,"LEE, Bo Na",Women,double trap (120 targets),Silver,"Korea, South"
20725,2004,Shooting,Shooting,"LEE, Bo Na",Women,trap (75 targets),Bronze,"Korea, South"
20726,2004,Table Tennis,Table Tennis,"LEE, Eun Sil",Women,doubles,Silver,"Korea, South"
20727,2004,Table Tennis,Table Tennis,"SEOK, Eun Mi",Women,doubles,Silver,"Korea, South"
20728,2004,Table Tennis,Table Tennis,"RYU, Seungmin",Men,singles,Gold,"Korea, South"
20729,2004,Table Tennis,Table Tennis,"KIM, Kyungah",Women,singles,Bronze,"Korea, South"
20730,2004,Taekwondo,Taekwondo,"MOON, Dae Sung",Men,+ 80 kg,Gold,"Korea, South"
20731,2004,Taekwondo,Taekwondo,"JANG, Ji Won",Women,49 - 57 kg,Gold,"Korea, South"
20732,2004,Taekwondo,Taekwondo,"HWANG, Kyung Sun",Women,57 - 67 kg,Bronze,"Korea, South"
20733,2004,Taekwondo,Taekwondo,"SONG, Myeong Seob",Men,58 - 68 kg,Bronze,"Korea, South"
20734,2004,Weightlifting,Weightlifting,"JANG, Mi Ran",Women,+ 75kg,Silver,"Korea, South"
20735,2004,Weightlifting,Weightlifting,"LEE, Bae Young",Men,69kg,Silver,"Korea, South"
20736,2004,Wrestling,Wrestling Free.,"MOON, Eui Jae",Men,74 - 84kg,Silver,"Korea, South"
20737,2004,Wrestling,Wrestling Gre-R,"JUNG, Ji-Hyun",Men,55 - 60kg,Gold,"Korea, South"
20738,2008,Aquatics,Swimming,"PARK, Taehwan",Men,200m freestyle,Silver,"Korea, South"
20739,2008,Aquatics,Swimming,"PARK, Taehwan",Men,400m freestyle,Gold,"Korea, South"
20740,2008,Archery,Archery,"PARK, Kyung-Mo",Men,individual (FITA Olympic round - 70m),Silver,"Korea, South"
20741,2008,Archery,Archery,"YUN, Ok-Hee",Women,individual (FITA Olympic round - 70m),Bronze,"Korea, South"
20742,2008,Archery,Archery,"PARK, Sung-Hyun",Women,individual (FITA Olympic round - 70m),Silver,"Korea, South"
20743,2008,Archery,Archery,"IM, Dong-Hyun",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20744,2008,Archery,Archery,"LEE, Chang-Hwan",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20745,2008,Archery,Archery,"PARK, Kyung-Mo",Men,team (FITA Olympic round - 70m),Gold,"Korea, South"
20746,2008,Archery,Archery,"JOO, Hyun-Jung",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20747,2008,Archery,Archery,"PARK, Sung-Hyun",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20748,2008,Archery,Archery,"YUN, Ok-Hee",Women,team (FITA Olympic round - 70m),Gold,"Korea, South"
20749,2008,Badminton,Badminton,"HWANG, Jiman",Men,doubles,Bronze,"Korea, South"
20750,2008,Badminton,Badminton,"LEE, Jaejin",Men,doubles,Bronze,"Korea, South"
20751,2008,Badminton,Badminton,"LEE, Yongdae",Men,doubles,Gold,"Korea, South"
20752,2008,Badminton,Badminton,"LEE, Hyojung",Women,doubles,Gold,"Korea, South"
20753,2008,Badminton,Badminton,"LEE, Hyojung",Women,doubles,Silver,"Korea, South"
20754,2008,Badminton,Badminton,"LEE, Kyungwon",Women,doubles,Silver,"Korea, South"
20755,2008,Baseball,Baseball,"BONG, Jungkeun",Men,baseball,Gold,"Korea, South"
20756,2008,Baseball,Baseball,"CHONG, Taehyon",Men,baseball,Gold,"Korea, South"
20757,2008,Baseball,Baseball,"HAN, Kijoo",Men,baseball,Gold,"Korea, South"
20758,2008,Baseball,Baseball,"JANG, Wonsam",Men,baseball,Gold,"Korea, South"
20759,2008,Baseball,Baseball,"JEONG, Keunwoo",Men,baseball,Gold,"Korea, South"
20760,2008,Baseball,Baseball,"JIN, Kabyong",Men,baseball,Gold,"Korea, South"
20761,2008,Baseball,Baseball,"KANG, Minho",Men,baseball,Gold,"Korea, South"
20762,2008,Baseball,Baseball,"KIM, Dongjoo",Men,baseball,Gold,"Korea, South"
20763,2008,Baseball,Baseball,"KIM, Hyunsoo",Men,baseball,Gold,"Korea, South"
20764,2008,Baseball,Baseball,"KIM, Kwanghyun",Men,baseball,Gold,"Korea, South"
20765,2008,Baseball,Baseball,"KIM, Minjae",Men,baseball,Gold,"Korea, South"
20766,2008,Baseball,Baseball,"KO, Youngmin",Men,baseball,Gold,"Korea, South"
20767,2008,Baseball,Baseball,"KWON, Hyuk",Men,baseball,Gold,"Korea, South"
20768,2008,Baseball,Baseball,"LEE, Daeho",Men,baseball,Gold,"Korea, South"
20769,2008,Baseball,Baseball,"LEE, Jinyoung",Men,baseball,Gold,"Korea, South"
20770,2008,Baseball,Baseball,"LEE, Jongwook",Men,baseball,Gold,"Korea, South"
20771,2008,Baseball,Baseball,"LEE, Seungyuop",Men,baseball,Gold,"Korea, South"
20772,2008,Baseball,Baseball,"LEE, Taekkeun",Men,baseball,Gold,"Korea, South"
20773,2008,Baseball,Baseball,"LEE, Yongkyu",Men,baseball,Gold,"Korea, South"
20774,2008,Baseball,Baseball,"OH, Seunghwan",Men,baseball,Gold,"Korea, South"
20775,2008,Baseball,Baseball,"PARK, Jinman",Men,baseball,Gold,"Korea, South"
20776,2008,Baseball,Baseball,"RYU, Hyunjin",Men,baseball,Gold,"Korea, South"
20777,2008,Baseball,Baseball,"SONG, Seungjun",Men,baseball,Gold,"Korea, South"
20778,2008,Baseball,Baseball,"YOON, Suk Min",Men,baseball,Gold,"Korea, South"
20779,2008,Boxing,Boxing,"KIM, Jungjoo",Men,64 - 69 kg,Bronze,"Korea, South"
20780,2008,Fencing,Fencing,"NAM, Hyunhee",Women,foil individual,Silver,"Korea, South"
20781,2008,Gymnastics,Artistic G.,"YOO, Wonchul",Men,parallel bars,Silver,"Korea, South"
20782,2008,Handball,Handball,"AN, Junghwa",Women,handball,Bronze,"Korea, South"
20783,2008,Handball,Handball,"BAE, Minhee",Women,handball,Bronze,"Korea, South"
20784,2008,Handball,Handball,"CHOI, Imjeong",Women,handball,Bronze,"Korea, South"
20785,2008,Handball,Handball,"HONG, Jeong-Ho",Women,handball,Bronze,"Korea, South"
20786,2008,Handball,Handball,"HUH, Soonyoung",Women,handball,Bronze,"Korea, South"
20787,2008,Handball,Handball,"KIM, Chayoun",Women,handball,Bronze,"Korea, South"
20788,2008,Handball,Handball,"KIM, Namsun",Women,handball,Bronze,"Korea, South"
20789,2008,Handball,Handball,"KIM, Ona",Women,handball,Bronze,"Korea, South"
